license_numbers,premise_address,_id,name_of_license,business_name
W02070V000,"290 ORCHARD ROAD, #B1-14/15 THE PARAGON, S(238859)",176,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE
W02071X000,"391A ORCHARD ROAD, #B2-01 NGEE ANN CITY TOWER A, S(238873)",177,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE
W02072P000,"302 TIONG BAHRU ROAD, #B1-01 TIONG BAHRU PLAZA, S(168732)",178,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
W02073N000,"163 TANGLIN ROAD, #B1-02/03 TANGLIN MALL, S(247933)",179,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE
W02074L000,"238 THOMSON ROAD, #01-29 NOVENA SQUARE, S(307683)",180,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE
W02075K000,"230 VICTORIA STREET, #B1-16 BUGIS JUNCTION, S(188024)",181,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE
W02076J000,"5 BANDA STREET, #03-92, S(050005)",182,HONG HENG SENG,fish supplier
W02078C000,"350 ORCHARD ROAD, #B1-00 SHAW HOUSE, S(238868)",183,ISETAN (SINGAPORE) LIMITED,ISETAN SUPERMARKET
W02080P000,"252 NORTH BRIDGE ROAD, #B1-01 RAFFLES CITY SHOPPING CENTRE, S(179103)",184,COLD STORAGE SINGAPORE (1983) PTE LTD,Market Place
W02081N000,"5001 BEACH ROAD, #02-64 GOLDEN MILE COMPLEX, S(199588)",185,LOH NYEN YIU,thai supermarket
W02083K000,"166 BUKIT MERAH CENTRAL, #01-3527 02-3531 BUKIT MERAH AREA OFFICE, S(150166)",186,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
W02086C000,"50 HAVELOCK ROAD, #01-755, S(160050)",187,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
W02088A000,"68 ORCHARD ROAD, #B2-15/16 PLAZA SINGAPURA, S(238839)",188,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE
W02092J000,"5 TANJONG PAGAR PLAZA, #01-01, S(081005)",189,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
W02096A000,"81 CLEMENCEAU AVENUE, #02-18, S(239917)",190,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE
W02100V000,"109 BUKIT PURMEI ROAD, #01-155, S(090109)",191,NG CHAI SENG,-
W02140C000,"200 TURF CLUB ROAD THE GRANDSTAND, S(287994)",192,HAO MART PTE. LTD.,HAO MART
W02239E000,"131 KILLINEY ROAD, #01-01,02 ORCHARD GRAND COURT, S(239571)",193,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
W02332N000,"52 CHIN SWEE ROAD, #01-25, S(160052)",194,SHENG SIONG SUPERMARKET PTE LTD,SHENG SIONG
W02430L000,"501 BUKIT TIMAH ROAD, #01-05B (PART OF) CLUNY COURT, S(259760)",195,THE FISHWIVES PTE. LTD.,THE FISHWIVES
W03142N000,"147 SYED ALWI ROAD, S(207706)",196,MUSTAFA HOLDINGS PTE LTD,Mustafa Singapore
W03223N000,"780 YISHUN RING ROAD, #01-3546, S(760780)",197,KAI SOON SUPERMARKET PTE. LTD.,KAI SOON SUPERMARKET
W70029L000,"170 STIRLING ROAD, #01-1147, S(140170)",198,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
W72014K000,"86 REDHILL CLOSE, #01-610, S(150086)",199,COLD STORAGE SINGAPORE (1983) PTE LTD,GIANT
W74072X000,"8 TELOK BLANGAH CRESCENT, #01-171, S(090008)",200,COLD STORAGE SINGAPORE (1983) PTE LTD,GIANT
W89166E000,"176 ORCHARD ROAD, #B1-09/11 CENTREPOINT SHOPPING COMPLEX, S(238843)",201,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE
W90084A000,"133 NEW BRIDGE ROAD, #B1-01 CHINATOWN POINT, S(059413)",202,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
CE09685B000,"20 GREENWOOD AVENUE HILLCREST PARK, S(289215)",203,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE
CE09744N000,"5 ALJUNIED ROAD, S(389797)",204,YEO HOCK HENG,-
CE09874X000,"2 MARINA BOULEVARD, #B1-05 SAIL @ MARINA BAY, THE, S(018987)",205,AL MARCHE PTE. LTD.,MINI MART
CE09902A000,"7 GREENDALE AVENUE GREENDALE COURT, S(289504)",206,NG LIAN TEE,NG LIAN TEE
CE09H10X000,"180 KITCHENER ROAD, #B1-09/10 CITY SQUARE MALL, S(208539)",207,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
CE10085L000,"230 GEYLANG ROAD #B1-01 & #01-01, S(389290)",208,PRB TRADING PTE. LTD.,PRB TRADING
CE10B87J000,"383 BUKIT TIMAH ROAD, #01-09A ALOCASSIA APARTMENTS, S(259727)",209,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE
CE10I13B000,"225 OUTRAM ROAD, S(169038)",210,FOODIE MARKET PLACE PTE. LTD.,FOODIE MARKET PLACE
CE11B47P000,"32 LORONG 11 GEYLANG, S(388724)",211,HAO MART PTE. LTD.,HAO MART
CE11C49E000,"26 JALAN MEMBINA, #01-07, S(161026)",212,COLD STORAGE SINGAPORE (1983) PTE LTD,GIANT
CE11F41C000,"150 SILAT AVENUE, #01-44, S(160150)",213,NTUC FAIRPRICE CO-OPERATIVE LTD,FAIRPRICE SHOP
CE11H82X000,"24 WATERLOO STREET, #02-01 JEWISH SYNAGOGUE, S(187950)",214,"Jewish Welfare Board, Singapore, The",KOSHER SHOP
CE11M39P000,"6 SCOTTS ROAD #B1-03/07 & #B1-10 SCOTTS SQUARE, S(228209)",215,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
CE11N90C000,"712 ANG MO KIO AVENUE 6, #01-4056, S(560712)",216,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
CE11P32L000,"1 SELETAR ROAD, #01-11 GREENWICH, THE, S(807011)",217,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE
CE12096L000,"1 JALAN BERSEH, #B1-03/22 NEW WORLD CENTRE, S(209037)",218,SHENG SIONG SUPERMARKET PTE LTD,SHENG SIONG
CE12546B000,"301 GEYLANG ROAD #01-02, #02-01/02/03/04/05 BCH@301, S(389344)",219,SHENG SIONG SUPERMARKET PTE LTD,SHENG SIONG
CE12695A000,"74 WHAMPOA DRIVE, #01-332, S(320074)",220,HAO MART PTE. LTD.,HAO MART
CE12H50C000,"100 TRAS STREET, #B1-01 100 AM, S(079027)",221,NTUC FAIRPRICE CO-OPERATIVE LTD,FAIRPRICE FINEST
CE12H94B000,"542B SERANGOON NORTH AVENUE 3, #02-01 MUTLI STOREY CAR PARK, S(552542)",222,PRIME SUPERMARKET (1996) PTE LTD,PRIME SUPERMARKET
CE12J32X000,"2 ANG MO KIO DRIVE, #01-12 ITE COLLEGE CENTRAL, S(567720)",223,SHENG SIONG SUPERMARKET PTE LTD,SHENG SIONG
CE12V01C000,"16 JALAN KURAS SEMBAWANG HILLS ESTATE, S(577729)",224,HAO MART PTE. LTD.,HAO MART
CE13539N000,"583 ORCHARD ROAD #B1-05/06/07/08/09 FORUM, S(238884)",225,SUPERNATURE PTE LTD,SUPERNATURE
CE13O90C000,"20 AH HOOD ROAD, #02-01, S(329984)",226,NTUC FAIRPRICE CO-OPERATIVE LTD,FAIRPRICE FINEST
CE13R25C000,"447A JALAN KAYU, #01-02, S(791447)",227,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
CE13S05E000,"249 JALAN KAYU, S(799473)",228,HAMINI PTE. LTD.,LABIBA ENTERPRISE
CE13Z03L000,"3 TEMASEK BOULEVARD SUNTEC CITY MALL (#B1-150 TO #B1-159), S(038983)",229,COLD STORAGE SINGAPORE (1983) PTE LTD,GIANT HYPERFRESH
CE13Z38L000,"12 MARINA VIEW, #01-06/08 ASIA SQUARE TOWER 2 (3 Units: 6, 7 & 8), S(018961)",230,AP HOUSE PTE. LTD.,AP
CE13Z98K000,"808 FRENCH ROAD, #01-01 KITCHENER COMPLEX, S(200808)",231,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
CE14938E000,"133 NEW BRIDGE ROAD, #B1-26 CHINATOWN POINT, S(059413)",232,SONG FISH DEALER PTE LTD,SONG FISH- SEAFOOD MARKET PLACE
CE14G71E000,"16 ENGGOR STREET ALTEZ (UNITS: #01-05/06/07/08), S(079717)",233,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE
CE14G73B000,"12 KALLANG AVENUE, #01-47 APERIA, S(339511)",234,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE
CE14L50J000,"33 SENGKANG WEST AVENUE, #B2-24 THE SELETAR MALL, S(797653)",235,NTUC FAIRPRICE CO-OPERATIVE LTD,FAIRPRICE FINEST
CE14Q85A000,"310 GEYLANG ROAD, S(389349)",236,B & S MINI MART PTE. LTD.,B&S MINIMART
CE15023A000,"8 SELETAR NORTH LINK, #G1-03 PPT LODGE 1A, S(797455)",237,GW TRADER PTE. LTD.,GW MINIMART
CE15042P000,"2 SELETAR NORTH LINK, #01-38 PPT LODGE 1B, S(797601)",238,D-RON INVESTMENTS PTE. LTD.,HOME SUPERMART
CE15577J000,"442 ORCHARD ROAD, #B1-01/11 ORCHARD HOTEL, S(238879)",239,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE
CE15695V000,"279 SENGKANG EAST AVENUE, #01-06 MULTI STOREY CAR PARK, S(540279)",240,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
CE15B61K000,"330 ANCHORVALE STREET, #01-01, S(540330)",241,U STARS SUPERMARKET PTE. LTD.,U STARS SUPERMARKET
CE15G35E000,"20 LENGKOK BAHRU, #01-13, S(159053)",243,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
CE15J25N000,"85 DAWSON ROAD, #01-01 MULTI STOREY CAR PARK, S(141085)",244,SHENG SIONG SUPERMARKET PTE LTD,SHENG SIONG
CE16445A000,"809 FRENCH ROAD, #03-31 KITCHENER COMPLEX, S(200809)",245,MAHOTA FOOD PTE. LTD.,MAHOTA COMMUNE
CE16913J000,"473 FERNVALE STREET, #01-06 FERNVALE RIVERGROVE, S(790473)",246,SHENG SIONG SUPERMARKET PTE LTD,SHENG SIONG
CE16E64A000,"106 HENDERSON CRESCENT, #01-47 HENDERSONVILLE, S(150106)",247,HAO MART PTE. LTD.,HAO MART
CE16I13V000,"68 ORCHARD ROAD, #B2-17 PLAZA SINGAPURA, S(238839)",248,IROHA INTERNATIONAL PTE. LTD.,IROHA MART
CE16K18V000,"574 ANG MO KIO AVENUE 10, #01-1847, S(560574)",249,NTUC FAIRPRICE CO-OPERATIVE LTD,FAIRPRICE SHOP
CE16M43E000,"7 WALLICH STREET, #B2-06 TANJONG PAGAR CENTRE, S(078884)",250,LITTLE FARMS PTE. LTD.,LITTLE FARMS
CE17174A000,"118 HOLLAND AVENUE, #B1-01/10 RAFFLES HOLLAND V, S(278997)",251,TASTE (SINGAPORE) PRIVATE LIMITED,TASTE SINGAPORE
CE17A46V000,"222 BISHAN STREET 23, #01-K1, S(570222)",252,HAO MART PTE. LTD.,HAO MART
CE17A77E000,"1 JALAN DUSUN, #01-09/10 ONE DUSUN RESIDENCES, S(329363)",253,CAVEMEN PTE. LTD.,CAVEMEN
CE17E43B000,"410A SIN MING AVENUE, #01-02 MULTI STOREY CAR PARK, S(571410)",254,HAO MART PTE. LTD.,HAO MART
CE17F56J000,"133 NEW BRIDGE ROAD, #B1-11 CHINATOWN POINT, S(059413)",255,IROHA INTERNATIONAL PTE. LTD.,IROHA MART
CE17J36N000,"5 STRAITS VIEW, #B2-15/16 THE HEART, S(018935)",256,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE
CE17K55B000,"30 BENDEMEER ROAD, #01-871 BENDEMEER VILLE, S(330030)",257,NTUC FAIRPRICE CO-OPERATIVE LTD,FAIRPRICE SHOP
CE17L02A000,"95 LORONG 4 TOA PAYOH, #01-68 TOA PAYOH PALM SPRING, S(310095)",258,NTUC FAIRPRICE CO-OPERATIVE LTD,FAIRPRICE SHOP
CE17L45A000,"181 ORCHARD ROAD, #B2-01/03 ORCHARD CENTRAL, S(238896)",259,PAN PACIFIC RETAIL MANAGEMENT (SINGAPORE) PTE. LTD.,DON DON DONKI
CE17M26A000,"17 JALAN TENTERAM, #01-128, S(321017)",260,HAO MART PTE. LTD.,HAO MART
CE17M36X000,"146 JALAN BUKIT MERAH, #01-1074, S(160146)",261,HAO MART PTE. LTD.,HAO MART
CE17P14L000,"3 TEMASEK BOULEVARD, #01-616 SUNTEC CITY MALL, S(038983)",262,SF (313) PTE. LTD.,SF FARM MART
CE17Q32B000,"417 FERNVALE LINK, #01-11 MULTI STOREY CAR PARK, S(790417)",263,SHENG SIONG SUPERMARKET PTE LTD,SHENG SIONG
CE17Q33A000,"338 ANCHORVALE CRESCENT, #01-11 MULTI STOREY CAR PARK, S(540338)",264,SHENG SIONG SUPERMARKET PTE LTD,SHENG SIONG
CE18A78X000,"100 TRAS STREET, #02-01/05 100 AM, S(079027)",265,PAN PACIFIC RETAIL MANAGEMENT (SINGAPORE) PTE. LTD.,DON DON DONKI
CE18I13C000,"3 LORONG LIPUT, #01-04 HOLLAND VILLAGE CORNER, S(277725)",266,LITTLE FARMS PTE. LTD.,LITTLE FARMS
CE18P85X000,"111 SOMERSET ROAD, #01-01/02 TRIPLEONE SOMERSET, S(238164)",267,NTUC FAIRPRICE CO-OPERATIVE LTD,FAIRPRICE FINEST
CE18R47X000,"991 BUANGKOK LINK, #01-28 MULTI STOREY CAR PARK, S(530991)",268,PRIME SUPERMARKET (1996) PTE LTD,PRIME SUPERMARKET
CE18T11J000,"8A MARINA BOULEVARD, #B2-44-50 MARINA BAY LINK MALL, S(018984)",269,COLD STORAGE SINGAPORE (1983) PTE LTD,JO BY COLD STORAGE
CE18T88K000,"180 KITCHENER ROAD, #B2-06 CITY SQUARE MALL, S(208539)",270,PAN PACIFIC RETAIL MANAGEMENT (SINGAPORE) PTE. LTD.,DON DON DONKI
CE18W55K000,"803 KING GEORGE'S AVENUE, #01-168, S(200803)",271,HAO MART PTE. LTD.,HAO MART
CE19351J000,"2 BAYFRONT AVENUE, #01-29 MARINA BAY SANDS, S(018972)",272,COLD STORAGE SINGAPORE (1983) PTE LTD,Jasons Deli By Cold Storage
CE19392L000,"15 DEMPSEY ROAD, S(249675)",273,CULINA PTE. LTD.,CULINA
CE19799X000,"991 BUANGKOK LINK, #01-24/25 MULTI STOREY CAR PARK, S(530991)",274,SUZYAMEER FROZEN PTE. LTD.,SUZYAMEER FROZEN
CE19878A000,"10 SINARAN DRIVE, #B1-01/85 SQUARE 2, S(307506)",275,PAN PACIFIC RETAIL MANAGEMENT (SINGAPORE) PTE. LTD.,DON DON DONKI
CE19910L000,"107 NORTH BRIDGE ROAD, #B1-10, S(179105)",276,NTUC FAIRPRICE CO-OPERATIVE LTD,FAIRPRICE FINEST
CE19987N000,"51 UPPER SERANGOON ROAD, #01-30-32 THE POIZ CENTRE, S(347697)",277,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
CE19A43K000,"351 ANCHORVALE ROAD, #01-05 MULTI STOREY CAR PARK, S(540351)",278,SHENG SIONG SUPERMARKET PTE LTD,SHENG SIONG
CE19H85N000,"6 EU TONG SEN STREET, #B1-11-24 THE CENTRAL, S(059817)",279,PAN PACIFIC RETAIL MANAGEMENT (SINGAPORE) PTE. LTD.,DON DON DONKI
CE19I23N000,"1 KIM SENG PROMENADE, #B2-111 GREAT WORLD CITY, S(237994)",280,MEIDI-YA SINGAPORE CO (PTE) LTD,MEIDI-YA SUPERMARKET
CE19K92V000,"116 JALAN TENTERAM, #01-02 MULTI STOREY CAR PARK, S(320116)",281,HAO MART PTE. LTD.,HAO MART
E02026P000,"20 EASTWOOD ROAD, #01-07/09 EASTWOOD CENTRE, S(486442)",282,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE
E02027N000,"80 MARINE PARADE ROAD, #B1-84 PARKWAY PARADE SHOPPING CENTRE, S(449269)",283,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE
E02028L000,"266 SERANGOON CENTRAL DRIVE, #01-255, S(550266)",284,COLD STORAGE SINGAPORE (1983) PTE LTD,Giant Supermarket.
E02030B000,"306 UBI AVENUE 1, #01-185, S(400306)",285,COLD STORAGE SINGAPORE (1983) PTE LTD,GIANT
E02032V000,"539A BEDOK NORTH STREET 3, #01-477 BEDOK NORTH AREA OFFICE, S(461539)",286,SHENG SIONG SUPERMARKET PTE LTD,SHENG SIONG
E02033X000,"509 BEDOK NORTH STREET 3, #01-121, S(460509)",287,COLD STORAGE SINGAPORE (1983) PTE LTD,GIANT SUPER
E02034P000,"114 ALJUNIED AVENUE 2, #01-75, S(380114)",288,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
E02035N000,"212 BEDOK NORTH STREET 1, #01-147, S(460212)",289,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
E02039E000,"152B SERANGOON NORTH AVENUE 1, #01-384, S(552152)",290,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
E02041X000,"25A CHAI CHEE ROAD, #01-459, S(461025)",291,PRIME SUPERMARKET LIMITED,PRIME SUPERMARKET
E02042P000,"803 KING GEORGE'S AVENUE, #01-154, S(200803)",292,PRIME SUPERMARKET LIMITED,PRIME
E02045K000,"118 ALJUNIED AVENUE 2, S(380118)",293,SHENG SIONG SUPERMARKET PTE LTD,SHENG SIONG
E02047E000,"348 BEDOK ROAD, #01-01 BEDOK SHOPPING COMPLEX, S(469560)",294,COLD STORAGE SINGAPORE (1983) PTE LTD,GIANT SUPERMARKET
E02072C000,"29 CHAI CHEE AVENUE, #01-62, S(460029)",295,TEO BOBBY,NTUC FAIRPRICE
E02096K000,"6 MARINE PARADE CENTRAL NTUC FAIRPRICE SUPERMARKET, S(449411)",296,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
E02140N000,"1 JALAN BERSEH, #B1-02 NEW WORLD CENTRE, S(209037)",297,SHENG SIONG SUPERMARKET PTE LTD,SHENG SIONG
E02196C000,"80 MARINE PARADE ROAD, #03-27/62 PARKWAY PARADE, S(449269)",298,COLD STORAGE SINGAPORE (1983) PTE LTD,GIANT HYPERMARKET
E03034J000,"115 BEDOK NORTH ROAD, #01-319, S(460115)",299,SHENG SIONG SUPERMARKET PTE LTD,SHENG SIONG
E73010V000,"11 UPPER BOON KENG ROAD, #01-901, S(380011)",300,SHENG SIONG SUPERMARKET PTE LTD,SHENG SIONG
E75097C000,"18 BEDOK SOUTH ROAD, #01-87, S(460018)",301,PRIME SUPERMARKET (1996) PTE LTD,prime supermarket
E82118V000,"537 BEDOK NORTH STREET 3, #01-555, S(460537)",302,HAO MART PTE. LTD.,HAO MART
E83157K000,"934 EAST COAST ROAD, S(459125)",303,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
E85090E000,"120 POTONG PASIR AVENUE 1, #01-812, S(350120)",304,HAO MART PTE. LTD.,HAO MART
E95315V000,"77 CIRCUIT ROAD, #01-464/6, S(370077)",305,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
E98161V000,"  EAST COAST ROAD, S(428932)",306,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
J02008P000,"410 CHOA CHU KANG AVENUE 3, #01-341, S(680410)",307,ANG KEN CHUA,-
J02009N000,"544 JURONG WEST STREET 42, #01-97/99, S(640544)",308,SHENG SIONG SUPERMARKET PTE LTD,SHENG SIONG
J02010E000,"475 CHOA CHU KANG AVENUE 3, #01-01, S(680475)",309,COLD STORAGE SINGAPORE (1983) PTE LTD,GIANT
J02011C000,"464 UPPER BUKIT TIMAH ROAD, S(678077)",310,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE
J02013A000,"221 BOON LAY PLACE, #02-200 BOON LAY SHOPPING CENTRE, S(640221)",311,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
J02016P000,"442 JURONG WEST AVENUE 1, #01-756, S(640442)",312,NG TOH TET,Seng Eng
J02017N000,"373 BUKIT BATOK STREET 31, #01-248, S(650373)",313,PRIME SUPERMARKET LIMITED,Prime Supermarket
J02018L000,"253 CHOA CHU KANG AVENUE 1, #B1-07/10, S(680253)",314,PRIME SUPERMARKET (1996) PTE LTD,PRIME SUPERMARKET
J02019K000,"962 JURONG WEST STREET 91, #01-300, S(640962)",315,PRIME SUPERMARKET LIMITED,Prime Supermarket
J02020B000,"142 TECK WHYE LANE, #01-281, S(680142)",316,PRIME SUPERMARKET (1996) PTE LTD,PRIME SUPERMARKET
J02021A000,"376 BUKIT BATOK STREET 31, #01-116, S(650376)",317,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE
J03027B000,"17 KIAN TECK LANE, #01-65, S(627851)",318,KADER HASNA MARICAN,JURONG ISLAND MINIMART
J03056N000,"492 JURONG WEST STREET 41 #01-24/26/28, S(640492)",319,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE
J87134E000,"257 KRANJI ROAD 1ST STOREY, S(739503)",320,BALASUBRAMANIYAN KANNADASAN,G & G WHOLESALE & MARKETING
J92067N000,"371 BUKIT BATOK STREET 31, #01-324, S(650371)",321,MCP FAIRMART PTE. LTD.,MCP FAIRMART
J94081B000,"763 JURONG WEST STREET 75, #01-01, S(640763)",322,PRIME SUPERMARKET LIMITED,PRIME SUPERMARKET
J96145K000,"21 CHOA CHU KANG AVENUE 4, #B1-03 LOT 1 SHOPPERS' MALL, S(689812)",323,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
NE04047K000,"138 TAMPINES STREET 11, #01-136, S(521138)",324,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
NE04092A000,"625 ELIAS ROAD, #01-302 ELIAS MALL, S(510625)",325,U STARS PTE. LTD.,U STARS SUPERMARKET
NE04107V000,"168 PUNGGOL FIELD, #03-01 PUNGGOL PLAZA, S(820168)",326,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
NE04109P000,"21 KAKI BUKIT AVENUE 3 GOLDEN BUKIT DORMITORY 2, S(415920)",327,AZ SUPERMART PTE. LTD.,AZ SUPERMART
NE04114A000,"866A TAMPINES STREET 83, #01-01 TAMPINES CENTRAL COMMUNITY COMPLEX, S(521866)",328,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
NE04155C000,"829 TAMPINES ST 81, S(520829)",329,YES SUPERMARKET PTE LTD,YES Supermarket
NE19271N000,"231 SUMANG LANE, #01-02, S(820231)",374,SHENG SIONG SUPERMARKET PTE LTD,SHENG SIONG
NE06429X000,"266 COMPASSVALE BOW, #01-02 MULTI STOREY CAR PARK, S(540266)",330,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE
NE07474A000,"21 TAMPINES NORTH DRIVE 2 GIANT HYPERMARKETS, S(528765)",331,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE
